Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.16,0,0.4032449318511930528657217242,0.403244931851193,0.403244931851193,0.403244931851193,0.403244931851193,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,3354654
0.17,0,0.4028928716595611837166299218,0.402892871659561,0.402892871659561,0.402892871659561,0.402892871659561,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,3564320
0.18,0,0.4025079046797390536118294115,0.402507904679739,0.402507904679739,0.402507904679739,0.402507904679739,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,3773986
0.19,0,0.4020999601696345707224038804,0.402099960169635,0.402099960169635,0.402099960169635,0.402099960169635,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,3983652
0.20,0,0.3772452795726543508989234184,0.377245279572654,0.377245279572654,0.377245279572654,0.377245279572654,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,4193318
0.21,0,0.3792019155904529191176610438,0.379201915590453,0.379201915590453,0.379201915590453,0.379201915590453,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,4402983
0.22,0,0.3808832929993091488557014181,0.380883292999309,0.380883292999309,0.380883292999309,0.380883292999309,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,4612649
0.23,0,0.3823305486651737988586952352,0.382330548665174,0.382330548665174,0.382330548665174,0.382330548665174,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,4822315
0.24,0,0.3835775090797650080811370072,0.383577509079765,0.383577509079765,0.383577509079765,0.383577509079765,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,5031980
0.25,0,0.3846521981316434866152260483,0.384652198131644,0.384652198131644,0.384652198131644,0.384652198131644,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,5241646
0.26,0,0.3858884107497985041629056990,0.385888410749799,0.385888410749799,0.385888410749799,0.385888410749799,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,5451312
0.27,0,0.3870007381339670605024426510,0.387000738133967,0.387000738133967,0.387000738133967,0.387000738133967,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,5660978
0.28,0,0.3880049595429898205059242316,0.38800495954299,0.38800495954299,0.38800495954299,0.38800495954299,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,5870644
0.29,0,0.3889145112542734135474019238,0.388914511254273,0.388914511254273,0.388914511254273,0.388914511254273,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,6080310
0.30,0,0.3897407898593020020093912663,0.389740789859302,0.389740789859302,0.389740789859302,0.389740789859302,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,6289976
0.31,0,0.3904936473775185486942214691,0.390493647377519,0.390493647377519,0.390493647377519,0.390493647377519,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,6499642
0.32,0,0.3911815624213826771120192078,0.391181562421383,0.391181562421383,0.391181562421383,0.391181562421383,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,6709308
0.33,0,0.3918118303536567990410940150,0.391811830353657,0.391811830353657,0.391811830353657,0.391811830353657,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,6918974
0.34,0,0.3923908820386640211888850635,0.392390882038664,0.392390882038664,0.392390882038664,0.392390882038664,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,7128640
0.35,0,0.3929242126712701769335213601,0.39292421267127,0.39292421267127,0.39292421267127,0.39292421267127,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,7338306
0.36,0,0.3934167381707965345876995300,0.393416738170797,0.393416738170797,0.393416738170797,0.393416738170797,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,7547972
0.37,0,0.3938727017933358663532213826,0.393872701793336,0.393872701793336,0.393872701793336,0.393872701793336,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,7757637
0.38,0,0.3942958996099012297014307100,0.394295899609901,0.394295899609901,0.394295899609901,0.394295899609901,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,7967303
0.39,0,0.3946896575027875188188536533,0.394689657502788,0.394689657502788,0.394689657502788,0.394689657502788,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,8176968
0.40,0,0.3950568496213134796783332290,0.395056849621314,0.395056849621314,0.395056849621314,0.395056849621314,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,8386635
0.41,0,0.3954002090776436629980130026,0.395400209077644,0.395400209077644,0.395400209077644,0.395400209077644,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,8596301
0.42,0,0.3957220000594386689536384421,0.395722000059439,0.395722000059439,0.395722000059439,0.395722000059439,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,8805966
0.43,0,0.3960218035448026394247931547,0.396021803544803,0.396021803544803,0.396021803544803,0.396021803544803,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,9015632
0.44,0,0.3963064823925747359065303524,0.396306482392575,0.396306482392575,0.396306482392575,0.396306482392575,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,9225298
0.45,0,0.3965752138504221610046580338,0.396575213850422,0.396575213850422,0.396575213850422,0.396575213850422,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,9434964
0.46,0,0.3968295073687773202480636910,0.396829507368777,0.396829507368777,0.396829507368777,0.396829507368777,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,9644630
0.47,0,0.3970707094823966953367980459,0.397070709482397,0.397070709482397,0.397070709482397,0.397070709482397,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,9854296
0.48,0,0.3972999969014397203517150572,0.39729999690144,0.39729999690144,0.39729999690144,0.39729999690144,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,10063960
0.49,0,0.3975185338803686510795538810,0.397518533880369,0.397518533880369,0.397518533880369,0.397518533880369,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,10273630
0.50,0,0.3977272353112362634218174655,0.397727235311236,0.397727235311236,0.397727235311236,0.397727235311236,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,10483290
0.51,0,0.3979270445072251986536323925,0.397927044507225,0.397927044507225,0.397927044507225,0.397927044507225,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,10692960
0.52,0,0.3981187914136348724001980331,0.398118791413635,0.398118791413635,0.398118791413635,0.398118791413635,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,10902620
0.53,0,0.3983031597375978648633903245,0.398303159737598,0.398303159737598,0.398303159737598,0.398303159737598,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,11112290
0.54,0,0.3984808766442579131723984646,0.398480876644258,0.398480876644258,0.398480876644258,0.398480876644258,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,11321960
0.55,0,0.3986525194376885026600547016,0.398652519437689,0.398652519437689,0.398652519437689,0.398652519437689,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,11531620
0.56,0,0.3988186521897607456072228716,0.398818652189761,0.398818652189761,0.398818652189761,0.398818652189761,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,11741290
0.57,0,0.3989798088693948792596019769,0.398979808869395,0.398979808869395,0.398979808869395,0.398979808869395,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,11950950
0.58,0,0.3991364277547837824693910615,0.399136427754784,0.399136427754784,0.399136427754784,0.399136427754784,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,12160620
0.59,0,0.3992889468085830255014960665,0.399288946808583,0.399288946808583,0.399288946808583,0.399288946808583,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,12370290
0.60,0,0.3994377683818395130852767897,0.39943776838184,0.39943776838184,0.39943776838184,0.39943776838184,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,12579950
0.61,0,0.4001982597353517555842894114,0.400198259735352,0.400198259735352,0.400198259735352,0.400198259735352,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,12789620
0.62,0,0.4009339208515709493278614956,0.400933920851571,0.400933920851571,0.400933920851571,0.400933920851571,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,12999280
0.63,0,0.4016671065210571012878296022,0.401667106521057,0.401667106521057,0.401667106521057,0.401667106521057,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,13208950
0.64,0,0.4023979864536463363233808343,0.402397986453646,0.402397986453646,0.402397986453646,0.402397986453646,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,13418620
0.65,0,0.4031268060244435161929937080,0.403126806024444,0.403126806024444,0.403126806024444,0.403126806024444,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,13628280
0.66,0,0.4038536312531845513541233182,0.403853631253185,0.403853631253185,0.403853631253185,0.403853631253185,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,13837950
0.67,0,0.4045787564734445930761597244,0.404578756473445,0.404578756473445,0.404578756473445,0.404578756473445,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,14047610
0.68,0,0.4053022727028681543586964971,0.405302272702868,0.405302272702868,0.405302272702868,0.405302272702868,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,14257280
0.69,0,0.4060243318843941454398684968,0.406024331884394,0.406024331884394,0.406024331884394,0.406024331884394,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,14466940
0.70,0,0.4067450280251466851863109106,0.406745028025147,0.406745028025147,0.406745028025147,0.406745028025147,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,14676610
0.71,0,0.4074644910119730027169008245,0.407464491011973,0.407464491011973,0.407464491011973,0.407464491011973,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,14886280
0.72,0,0.4081828826390632039651267515,0.408182882639063,0.408182882639063,0.408182882639063,0.408182882639063,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,15095940
0.73,0,0.4089002692518286868933369405,0.408900269251829,0.408900269251829,0.408900269251829,0.408900269251829,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,15305610
0.74,0,0.4096167367880501238961406820,0.40961673678805,0.40961673678805,0.40961673678805,0.40961673678805,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,15515270
0.75,0,0.4103323917726335358247945451,0.410332391772634,0.410332391772634,0.410332391772634,0.410332391772634,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,15724940
0.76,0,0.4110472599903149676032793672,0.411047259990315,0.411047259990315,0.411047259990315,0.411047259990315,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,15934610
0.77,0,0.4117614749191640650616025542,0.411761474919164,0.411761474919164,0.411761474919164,0.411761474919164,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,16144270
0.78,0,0.4124987225983980065698135595,0.412498722598398,0.412498722598398,0.412498722598398,0.412498722598398,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,16353940
0.79,0,0.4132402258643076298422652964,0.413240225864308,0.413240225864308,0.413240225864308,0.413240225864308,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,16563600
0.80,0,0.4139840662617471285740657951,0.413984066261747,0.413984066261747,0.413984066261747,0.413984066261747,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,16773270
0.81,0,0.4147301637935234196986837203,0.414730163793523,0.414730163793523,0.414730163793523,0.414730163793523,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,16982940
0.82,0,0.4154784888197604486803728692,0.41547848881976,0.41547848881976,0.41547848881976,0.41547848881976,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,17192600
0.83,0,0.4162289572923451531265229904,0.416228957292345,0.416228957292345,0.416228957292345,0.416228957292345,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,17402270
0.84,0,0.4169815943734902113426776594,0.41698159437349,0.41698159437349,0.41698159437349,0.41698159437349,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,17611930
0.85,0,0.4177362623128126841507250028,0.417736262312813,0.417736262312813,0.417736262312813,0.417736262312813,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,17821600
0.86,0,0.4184929834426666724617402798,0.418492983442667,0.418492983442667,0.418492983442667,0.418492983442667,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,18031260
0.87,0,0.4193518425809155574892081931,0.419351842580916,0.419351842580916,0.419351842580916,0.419351842580916,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,18240930
0.88,0,0.4202544724536795241449764845,0.42025447245368,0.42025447245368,0.42025447245368,0.42025447245368,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,18450600
0.89,0,0.4211570543631986867682453485,0.421157054363199,0.421157054363199,0.421157054363199,0.421157054363199,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,18660260
0.90,0,0.4220595527355216818513648407,0.422059552735522,0.422059552735522,0.422059552735522,0.422059552735522,0,0,0,0,14.16061491828685,24.576353268327406887806613493,24.576353268327406887806613493,18869930
0.91,0,0.424929557694123,0.424929557694124,0.424929557694124,0.424929557694124,0.424929557694124,0,0,0,0,16.0775830894994,24.9556995153706,24.9355895463821,19079590
0.92,0,0.433539572569928,0.433539572569928,0.433539572569928,0.433539572569928,0.433539572569928,0,0,0,0,17.9945512607119,25.3350457624138,25.2948258244368,19289260
0.93,0,0.497868088888156,0.497868088888156,0.497868088888156,0.497868088888156,0.497868088888156,0,0,0,0,19.9115194319244,25.714392009457,25.6540621024915,19498930
0.94,0,0.613610099210903,0.613610099210904,0.613610099210904,0.613610099210904,0.613610099210904,0,0,0,0,21.8284876031369,26.0937382565002,26.0132983805462,19708590
0.95,0,0.729352109533652,0.729352109533653,0.729352109533653,0.729352109533653,0.729352109533653,0,0,0,0,23.7454557743494,26.4730845035433,26.3725346586009,19918260
0.96,0,0.845094119856401,0.845094119856401,0.845094119856401,0.845094119856401,0.845094119856401,0,0,0,0,25.6624239455619,26.8524307505865,26.7317709366556,20127920
0.97,0,0.960836130179151,0.96083613017915,0.96083613017915,0.96083613017915,0.96083613017915,0,0,0,0,27.5793921167744,27.2317769976297,27.0910072147103,20337590
0.98,0,1.0765781405019,1.0765781405019,1.0765781405019,1.0765781405019,1.0765781405019,0,0,0,0,29.4963602879869,27.6111232446729,27.450243492765,20547260
0.99,0,1.19232015082465,1.19232015082465,1.19232015082465,1.19232015082465,1.19232015082465,0,0,0,0,31.4133284591994,27.9904694917161,27.8094797708197,20756920
1.00,0,1.3080621611474,1.3080621611474,1.3080621611474,1.3080621611474,1.3080621611474,0,0,0,0,33.3302966304119,28.3698157387593,28.1687160488744,20966590
1.01,0,1.42380417147015,1.42380417147014,1.42380417147014,1.42380417147014,1.42380417147014,0,0,0,0,35.2472648016244,28.7491619858025,28.5279523269292,21176250
1.02,0,1.5395461817929,1.53954618179289,1.53954618179289,1.53954618179289,1.53954618179289,0,0,0,0,37.164232972837,29.1285082328457,28.8871886049839,21385920
1.03,0,1.65528819211564,1.65528819211564,1.65528819211564,1.65528819211564,1.65528819211564,0,0,0,0,39.0812011440495,29.5078544798888,29.2464248830386,21595580
1.04,0,1.77103020243839,1.77103020243839,1.77103020243839,1.77103020243839,1.77103020243839,0,0,0,0,40.998169315262,29.887200726932,29.6056611610933,21805250
1.05,0,1.8867722127611430702016297175,1.88677221276114,1.88677221276114,1.88677221276114,1.88677221276114,0,0.000000,0.000000,0,42.915137486474483230858820418,30.266546973975220314300847526,29.964897439147973451133547793,22014920
1.06,0,1.8480348723319060726953449928,1.84803487233191,1.84803487233191,1.84803487233191,1.84803487233191,0,0.000000,0.000000,0,40.299045687263553230858820419,29.970935772646711306633984772,29.657462520929638225135295064,22224580
1.07,0,1.8176388363887361884462606302,1.81763883638874,1.81763883638874,1.81763883638874,1.81763883638874,0,0.000000,0.000000,0,38.250722982697683230858820418,29.708790407029573830133032686,29.385779250908933183385757068,22434250
1.08,0,1.7929063929566902877996859924,1.79290639295669,1.79290639295669,1.79290639295669,1.79290639295669,0,0.000000,0.000000,0,36.589513312713153230858820418,29.47278923448720338114730675,29.141934889036457867705307958,22643910
1.09,0,1.7722326296489481212202786193,1.77223262964895,1.77223262964895,1.77223262964895,1.77223262964895,0,0.000000,0.000000,0,35.206354796078963230858820418,29.257899824240040230392117604,28.920502840203277262398184907,22853580
1.10,0,1.7545883762170338502898454628,1.75458837621703,1.75458837621703,1.75458837621703,1.75458837621703,0,0.000000,0.000000,0,34.030858874181023230858820418,29.06046977255993435736536153,28.717554461004316582739301041,23063250
1.11,0,1.7392792667929436321079418962,1.73927926679294,1.73927926679294,1.73927926679294,1.73927926679294,0,0.000000,0.000000,0,33.015368126123793230858820418,28.877773725711196696461697409,28.530163762553408268411458027,23272910
1.12,0,1.7258167956620804539482465084,1.72581679566208,1.72581679566208,1.72581679566208,1.72581679566208,0,0.000000,0.000000,0,32.126280946072763230858820418,28.707712883349349446694312668,28.356081672535418519916344174,23482580
1.13,0,1.7138556855611080547208274206,1.71385568556111,1.71385568556111,1.71385568556111,1.71385568556111,0,0.000000,0.000000,0,31.339097077831853230858820418,28.548636447353090670740394936,28.193541561871639793097504022,23692240
1.14,0,1.7031503484465773675266257054,1.70315034844658,1.70315034844658,1.70315034844658,1.70315034844658,0,0.000000,0.000000,0,30.635517026821193230858820419,28.399208874787453696877382402,28.041117696246020920302894626,23901910
1.15,0,1.6934856821048406147198326081,1.69348568210484,1.69348568210484,1.69348568210484,1.69348568210484,0,0.000000,0.000000,0,30.001522316341773230858820418,28.258335714361541493686346953,27.897643636253797491439059388,24111570
1.16,0,1.6838085031668739967724817617,1.68380850316687,1.68380850316687,1.68380850316687,1.68380850316687,0,0.000000,0.000000,0,29.428106847627793230858820418,28.123713408346752337547035114,27.760831560561222873334635169,24321240
1.17,0,1.6748541977579646387360635928,1.67485419775796,1.67485419775796,1.67485419775796,1.67485419775796,0,0.000000,0.000000,0,28.921998227464183230858820417,27.98299728489690889525930513,27.618911275586389603559166114,24530910
1.18,0,1.6665534959240333743494804838,1.66655349592403,1.66655349592403,1.66655349592403,1.66655349592403,0,0.000000,0.000000,0,28.458484754606973230858820418,27.848642665651635375314814889,27.483619984784404081990555724,24740570
1.19,0,1.6588231312646589347985136067,1.65882313126466,1.65882313126466,1.65882313126466,1.65882313126466,0,0.000000,0.000000,0,28.031913764951883230858820418,27.720091807443970445795739461,27.354364785853716037549988023,24950240
1.20,0,1.6515942153598319722754068135,1.65159421535983,1.65159421535983,1.65159421535983,1.65159421535983,0,0.000000,0.000000,0,27.637636324847843230858820418,27.596886591006222841232563148,27.230657075007178187287285187,25159910
1.21,0,1.6448098657544507378198421096,1.64480986575445,1.64480986575445,1.64480986575445,1.64480986575445,0,0.000000,0.000000,0,27.271789177957543230858820417,27.478616470272953443052249894,27.112060845935213496139315015,25369570
1.22,0,1.6384215772509420796744990010,1.63842157725094,1.63842157725094,1.63842157725094,1.63842157725094,0,0.000000,0.000000,0,26.931108803846753230858820418,27.364907890773143045430791516,26.998180998493525993888823667,25579240
1.23,0,1.6323881690650441956278790158,1.63238816906504,1.63238816906504,1.63238816906504,1.63238816906504,0,0.000000,0.000000,0,26.612837984170583230858820418,27.255447015387659592645631234,26.888684604324236157635369727,25788900
1.24,0,1.6266750369470062785224169898,1.62667503694701,1.62667503694701,1.62667503694701,1.62667503694701,0,0.000000,0.000000,0,26.314632981070183230858820417,27.149947319290247022128251935,26.783269014144270825803339056,25998570
1.25,0,1.6212515817440651874464752160,1.62125158174407,1.62125158174407,1.62125158174407,1.62125158174407,0,0.000000,0.000000,0,26.034464443022903230858820417,27.048156791718931084449969365,26.681667805255250923083953424,26208230
1.26,0,1.6160914317976445628198051905,1.61609143179764,1.61609143179764,1.61609143179764,1.61609143179764,0,0.000000,0.000000,0,25.770581838373953230858820418,26.949840162937242602725126038,26.583633523103629082939636097,26417900
1.27,0,1.6111718012962136792933195710,1.61117180129621,1.61117180129621,1.61117180129621,1.61117180129621,0,0.000000,0.000000,0,25.521468543666193230858820419,26.854801465847543760435739331,26.488958927349136596843321987,26627560
1.28,0,1.6064726410860651831810547205,1.60647264108607,1.60647264108607,1.60647264108607,1.60647264108607,0,0.000000,0.000000,0,25.285787871582603230858820418,26.762848632019021947270754778,26.397442445779810348027464503,26837230
1.29,0,1.6019761365050713240353706675,1.60197613650507,1.60197613650507,1.60197613650507,1.60197613650507,0,0.000000,0.000000,0,25.062371836766893230858820418,26.673813124552139798552193912,26.308906985296542097906729679,27046900
1.30,0,1.5976662266826618274561210157,1.59766622668266,1.59766622668266,1.59766622668266,1.59766622668266,0,0.000000,0.000000,0,24.852168516727783230858820418,26.585989700604369653052775754,26.221734752061049140279225279,27256560
1.31,0,1.5935291445940313084474365787,1.59352914459403,1.59352914459403,1.59352914459403,1.59352914459403,0,0.000000,0.000000,0,24.653185448023173230858820417,26.499559759585434756663019784,26.136072808112597675068967362,27466230
1.32,0,1.5895523760931001860847465220,1.5895523760931,1.5895523760931,1.5895523760931,1.5895523760931,0,0.000000,0.000000,0,24.464010735155443230858820417,26.415296691634305111687766355,26.052641973719883904555157803,27675900
1.33,0,1.5857246462815283965250655280,1.58572464628153,1.58572464628153,1.58572464628153,1.58572464628153,0,0.000000,0.000000,0,24.283913004129743230858820418,26.333100305795960624598126972,25.971336019171827374080919852,27885560
1.34,0,1.5820356590871050678934146869,1.58203565908711,1.58203565908711,1.58203565908711,1.58203565908711,0,0.000000,0.000000,0,24.112222224644513230858820418,26.252859887903512463979431481,25.892039358826331814478773628,28095230
1.35,0,1.5784762699176447683852216983,1.57847626991764,1.57847626991764,1.57847626991764,1.57847626991764,0,0.000000,0.000000,0,23.948343241300923230858820418,26.174478292434474156903471123,25.814650348365607985883689458,28304890
1.36,0,1.5750384570885720767193314566,1.57503845708857,1.57503845708857,1.57503845708857,1.57503845708857,0,0.000000,0.000000,0,23.791740242393343230858820418,26.097872282907066568867408833,25.739081402667134095480385619,28514560
1.37,0,1.5717145206963898770162200893,1.57171452069639,1.57171452069639,1.57171452069639,1.57171452069639,0,0.000000,0.000000,0,23.641927759909483230858820418,26.022972874359836420804837137,25.665259204055155420263251221,28724220
1.38,0,1.5684973951900969971188536824,1.5684973951901,1.5684973951901,1.5684973951901,1.5684973951901,0,0.000000,0.000000,0,23.498457857046463230858820419,25.949687763671526608520316588,25.593088640378503031611350982,28933890
1.39,0,1.5653812992690165664525974859,1.56538129926902,1.56538129926902,1.56538129926902,1.56538129926902,0,0.000000,0.000000,0,23.360930753178443230858820417,25.877951903970574626762755027,25.522501307021595515239736057,29143560
1.40,0,1.5623600327995756863972778003,1.56236003279958,1.56236003279958,1.56236003279958,1.56236003279958,0,0.000000,0.000000,0,23.228977480163433230858820418,25.807706353262126637482468131,25.453435040592862844939355816,29353220
1.41,0,1.5594285369311064338004888297,1.55942853693111,1.55942853693111,1.55942853693111,1.55942853693111,0,0.000000,0.000000,0,23.102261507310723230858820417,25.738885064044521987237192333,25.385821347803328243388495437,29562890
1.42,0,1.5565818741902292501181959959,1.55658187419023,1.55658187419023,1.55658187419023,1.55658187419023,0,0.000000,0.000000,0,22.980471835139133230858820418,25.671428525940268954934414902,25.319598338563581572623626591,29772550
1.43,0,1.5538157561288502281970720730,1.55381575612885,1.55381575612885,1.55381575612885,1.55381575612885,0,0.000000,0.000000,0,22.863329995376923230858820418,25.605293913984811248715139406,25.254720516227229800070133052,29982220
